ervaring,trainingtype,500_split,2k tijd,binary_trainingtype,binary_geslacht,binary_gewichtsklasse
0,3x2000m,109.4,407.8,11,0,1
0,8x3',109.1,421.0,10011,0,1
0,8x500m,100.8,423.4,11010,0,1
0,2x10',112.8,406.6,101100,0,1
0,2x2000m,105.5,406.7,1100,0,1
0,1500m+500m,101.3,407.6,10010,0,1
0,8x3',104.9,409.9,10011,0,1
0,1',99.0,414.3,1001,0,1
0,8x500m,102.7,423.4,11010,0,1
0,1',102.2,420.9,1001,0,1
0,4x8',107.2,410.6,1111,0,1
0,3x10',119.1,414.6,10000,0,1
0,8x3',107.4,410.6,10011,0,1
0,3x10',114.6,391.2,10000,0,1
0,4x8',107.5,410.6,1111,0,1
0,4x8',110.0,410.6,1111,0,1
0,2x2000m,105.2,408.0,1100,0,1
0,1000m,104.0,407.2,10001,0,1
0,1',104.4,423.2,1001,0,1
0,1',102.5,423.2,1001,0,1
0,1500m+500m,100.4,407.2,10010,0,1
0,6x500m,99.7,414.3,111,0,1
0,1',101.5,409.4,1001,0,1
0,8x3',108.6,412.3,10011,0,1
0,8x3',104.1,421.0,10011,0,1
0,8x5',104.5,381.0,1101,0,1
0,1',94.5,398.6,1001,0,1
0,8x5',108.9,402.2,1101,0,1
0,3x2000m,107.5,398.8,11,0,1
0,3x2000m,106.8,400.9,11,0,1
0,3x10',115.5,419.4,10000,0,1
0,8x3',105.7,409.9,10011,0,1
0,3x2000m,104.4,400.0,11,0,1
0,4x8',115.6,412.3,1111,0,1
0,3x2000m,107.4,407.6,11,0,1
0,1',95.1,393.0,1001,0,1
0,3x2000m,108.8,400.9,11,0,1
0,3x2000m,110.7,404.5,11,0,1
0,3x2000m,114.9,413.2,11,0,1
0,2x10',117.3,411.8,101100,0,1
0,1',95.8,400.9,1001,0,1
0,2x2000m+500m,105.3,390.0,10101,0,1
0,3x2000m,99.7,374.2,11,0,1
0,8x3',104.3,410.6,10011,0,1
0,3x2000m,108.0,398.7,11,0,1
0,3x10',118.2,420.9,10000,0,1
0,1',96.6,393.0,1001,0,1
0,3x10',105.6,396.4,10000,0,1
0,8x3',103.4,401.2,10011,0,1
0,1',96.6,406.6,1001,0,1
0,1',99.2,396.4,1001,0,1
0,3x2000m,116.2,421.0,11,0,1
0,3x2000m,104.0,398.2,11,0,1
0,8x5',105.4,396.2,1101,0,1
0,2x2000m,105.3,397.2,1100,0,1
0,6x500m,98.7,390.0,111,0,1
0,1',100.7,411.4,1001,0,1
0,3x10',111.1,397.2,10000,0,1
0,1',94.3,393.0,1001,0,1
0,2x2000m,106.7,411.8,1100,0,1
0,2x2000m+500m,107.3,414.3,10101,0,1
0,4x8',108.9,421.0,1111,0,1
0,4x8',110.8,412.3,1111,0,1
0,2x2000m,95.4,374.2,1100,0,1
0,3x10',108.1,400.2,10000,0,1
0,3x10',111.1,390.0,10000,0,1
0,1',101.4,420.9,1001,0,1
0,1500m+500m,107.5,421.0,10010,0,1
0,3x10',113.6,409.4,10000,0,1
0,6x500m,100.0,421.0,111,0,1
0,8x3',105.9,407.2,10011,0,1
0,3x2000m,106.8,402.2,11,0,1
0,4x8',114.7,412.3,1111,0,1
0,3x10',111.3,393.0,10000,0,1
0,6000m,107.7,404.3,100,0,1
0,1',99.0,419.4,1001,0,1
0,4x8',109.0,410.6,1111,0,1
0,3x10',111.9,411.4,10000,0,1
0,1',103.8,420.9,1001,0,1
0,1',93.0,396.2,1001,0,1
0,3x2000m,110.2,410.6,11,0,1
0,3x2000m,119.5,411.8,11,0,1
0,3x20',128.0,400.9,10,0,1
0,8x3',106.6,407.2,10011,0,1
0,1500m+500m,98.6,421.0,10010,0,1
0,3x10',105.4,391.2,10000,0,1
0,1',99.4,419.4,1001,0,1
0,2x10',141.3,414.6,101100,0,1
0,1000m+500m,94.7,390.0,10110,0,1
0,3x10',116.5,409.4,10000,0,1
0,8x3',104.1,407.2,10011,0,1
0,8x3',106.2,412.3,10011,0,1
0,4x8',109.6,421.0,1111,0,1
0,3x10',117.1,406.7,10000,0,1
0,8x3',104.5,409.9,10011,0,1
0,3x2000m,104.8,372.1,11,0,1
0,2x2000m,105.6,393.0,1100,0,1
0,8x3',102.7,401.2,10011,0,1
0,1000m+500m,95.5,391.2,10110,0,1
0,8x3',105.2,409.9,10011,0,1
0,8x3',106.2,399.6,10011,0,1
0,2x2000m,104.1,404.5,1100,0,1
0,1',92.2,393.0,1001,0,1
0,2x2000m+500m,106.8,391.2,10101,0,1
0,8x3',106.1,421.0,10011,0,1
0,3x10',111.3,411.4,10000,0,1
0,3x10',113.6,420.9,10000,0,1
0,2x2000m,108.8,419.4,1100,0,1
0,3x20',119.0,398.7,10,0,1
0,1',101.5,406.7,1001,0,1
0,3x10',114.7,420.9,10000,0,1
0,3x2000m,114.6,404.5,11,0,1
0,3x10',115.5,420.9,10000,0,1
0,2x2000m,105.5,397.2,1100,0,1
0,1',97.7,400.2,1001,0,1
0,1',101.4,420.9,1001,0,1
0,8x3',106.7,412.3,10011,0,1
0,3x12',113.1,414.6,11000,0,1
0,8x3',104.0,410.6,10011,0,1
0,3x2000m,106.8,398.2,11,0,1
0,3x2000m,108.5,401.2,11,0,1
0,3x10',113.4,411.8,10000,0,1
0,3x10',110.9,390.0,10000,0,1
0,8x3',110.0,399.6,10011,0,1
0,3x10',113.9,414.6,10000,0,1
0,1',93.6,400.2,1001,0,1
0,4x750m,96.2,412.3,10100,0,1
0,3x10',110.0,393.0,10000,0,1
0,3x2000m,103.5,389.1,11,0,1
0,8x3',102.8,399.6,10011,0,1
0,3x2000m,107.3,409.9,11,0,1
0,8x500m,101.2,408.4,11010,0,1
0,8x3',106.3,421.0,10011,0,1
0,8x3',105.0,399.6,10011,0,1
0,3x2000m,114.5,404.5,11,0,1
0,3x2000m,99.3,372.1,11,0,1
0,2x2000m,108.1,414.6,1100,0,1
0,3x2000m,104.1,409.9,11,0,1
0,6x500m,106.0,410.6,111,0,1
0,3x2000m,106.8,408.0,11,0,1
0,3x10',115.0,414.3,10000,0,1
0,4x750m,104.8,407.2,10100,0,1
0,8x3',106.5,409.9,10011,0,1
0,3x2000m,106.2,407.2,11,0,1
0,8x3',106.7,407.2,10011,0,1
0,4x8',108.9,407.2,1111,0,1
0,3x2000m,112.3,412.3,11,0,1
0,3x20',118.0,398.7,10,0,1
0,1',104.4,423.2,1001,0,1
0,3x10',112.6,420.9,10000,0,1
0,3x2000m,106.1,390.7,11,0,1
0,2x2000m+500m,101.0,407.0,10101,0,1
0,3x2000m,110.5,401.2,11,0,1
0,1',94.0,393.0,1001,0,1
0,3x2000m,108.2,401.6,11,0,1
0,8x3',104.8,401.2,10011,0,1
0,8x3',104.6,399.6,10011,0,1
0,6x500m,108.0,421.0,111,0,1
0,8x5',109.3,400.0,1101,0,1
0,2x2000m+500m,101.3,391.2,10101,0,1
0,8x3',101.7,409.9,10011,0,1
0,1',96.8,396.4,1001,0,1
0,2x2000m,100.9,393.0,1100,0,1
0,3x10',113.4,402.7,10000,0,1
0,8x3',104.0,399.6,10011,0,1
0,3x2000m,108.9,414.3,11,0,1
0,8x3',106.9,421.0,10011,0,1
0,8x5',106.7,404.3,1101,0,1
0,1',113.4,411.8,1001,0,1
0,6x500m,94.9,390.0,111,0,1
0,6x500m,110.0,421.0,111,0,1
0,3x10',115.4,411.8,10000,0,1
0,3x10',110.4,409.4,10000,0,1
0,8x3',102.7,401.2,10011,0,1
0,6x500m,95.0,407.2,111,0,1
0,3x10',111.6,397.2,10000,0,1
0,4x8',111.7,407.2,1111,0,1
0,8x3',107.2,421.0,10011,0,1
0,3x2000m,109.4,407.8,11,0,1
0,1',100.8,414.6,1001,0,1
0,3x10',112.6,414.6,10000,0,1
0,3x10',104.5,381.0,10000,0,1
0,2x2000m,106.8,419.4,1100,0,1
0,8x3',106.1,407.2,10011,0,1
0,1',101.1,419.4,1001,0,1
0,4x5',108.3,408.4,10111,0,1
0,3x10',111.9,393.0,10000,0,1
0,8x3',103.9,410.6,10011,0,1
0,3x10',114.0,402.7,10000,0,1
0,3x10',116.8,409.4,10000,0,1
0,2x2000m,107.1,413.2,1100,0,1
0,4x8',107.7,399.6,1111,0,1
0,2x10',121.5,420.9,101100,0,1
0,4x8',109.8,401.2,1111,0,1
0,3x2000m,110.3,391.2,11,0,1
0,3x2000m,103.8,381.0,11,0,1
0,3x10',113.4,411.4,10000,0,1
0,4x5',106.8,415.2,10111,0,1
0,3x2000m,104.4,391.2,11,0,1
0,8x3',103.3,407.2,10011,0,1
0,1500m+500m,103.8,411.8,10010,0,1
0,30',115.0,412.3,1011,0,1
0,3x10',114.9,411.4,10000,0,1
0,1',102.0,406.7,1001,0,1
0,1',98.4,409.4,1001,0,1
0,1',104.2,396.4,1001,0,1
0,4x8',107.2,399.6,1111,0,1
0,3x10',110.0,398.6,10000,0,1
0,1',96.6,406.6,1001,0,1
0,3x2000m,101.0,396.2,11,0,1
0,3x4000m,108.8,396.4,1110,0,1
0,1',95.5,387.9,1001,0,1
0,2x2000m+500m,99.9,406.8,10101,0,1
0,1',98.3,411.8,1001,0,1
0,3x2000m,113.6,413.2,11,0,1
0,8x3',111.8,399.6,10011,0,1
0,4x8',110.3,412.3,1111,0,1
0,3x2000m,110.0,400.9,11,0,1
0,3x10',106.8,402.2,10000,0,1
0,3x10',109.0,397.2,10000,0,1
0,4x750m,109.9,412.3,10100,0,1
0,4x750m,105.2,409.9,10100,0,1
0,8x3',105.7,409.9,10011,0,1
0,2x10',116.9,411.4,101100,0,1
0,3x2000m,113.0,407.8,11,0,1
0,4x8',106.0,401.2,1111,0,1
0,6x500m,101.6,411.8,111,0,1
0,1',96.6,411.4,1001,0,1
0,4x8',112.0,412.3,1111,0,1
0,1',99.9,406.6,1001,0,1
0,3x10',115.9,419.4,10000,0,1
0,8x3',103.4,401.2,10011,0,1
0,1500m+500m,99.2,401.2,10010,0,1
0,8x3',106.4,421.0,10011,0,1
0,3x2000m,101.3,372.1,11,0,1
0,4x8',110.1,401.2,1111,0,1
0,1',96.9,414.6,1001,0,1
0,2x2000m,102.6,397.2,1100,0,1
0,3x2000m,104.2,398.7,11,0,1
0,1',114.1,414.6,1001,0,1
0,8x3',103.8,401.2,10011,0,1
0,3x10',110.8,406.6,10000,0,1
0,1',95.3,393.0,1001,0,1
0,3x10',118.6,407.0,10000,0,1
0,8x3',106.8,421.0,10011,0,1
0,4x8',109.9,410.6,1111,0,1
0,3x10',115.5,411.8,10000,0,1
0,3x10',106.8,390.0,10000,0,1
0,2x10',108.5,397.2,101100,0,1
0,4x8',107.7,399.6,1111,0,1
0,3x10',113.2,411.4,10000,0,1
0,3x2000m,101.8,381.0,11,0,1
0,6000m,109.0,401.6,100,0,1
0,4x8',110.0,412.3,1111,0,1
0,8x500m,99.0,402.6,11010,0,1
0,1500m+500m,99.7,407.6,10010,0,1
0,8x3',106.2,410.6,10011,0,1
0,1000m+500m,99.9,407.6,10110,0,1
0,3x2000m,107.4,402.7,11,0,1
0,3x10',121.9,411.8,10000,0,1
0,3x2000m,106.0,401.6,11,0,1
0,3x10',115.2,419.4,10000,0,1
0,1000m+500m,98.0,402.7,10110,0,1
0,2x2000m,106.4,401.6,1100,0,1
0,2x2000m,102.4,398.8,1100,0,1
0,1',104.1,419.4,1001,0,1
0,1',95.8,397.2,1001,0,1
0,3x10',119.3,419.4,10000,0,1
0,3x2000m,103.1,400.0,11,0,1
0,1',96.5,400.2,1001,0,1
0,6x500m,103.3,406.8,111,0,1
0,3x2000m,119.3,411.8,11,0,1
0,3x10',115.2,406.7,10000,0,1
0,1000m+500m,100.1,407.6,10110,0,1
0,6x500m,99.3,407.6,111,0,1
0,4x750m,96.8,399.6,10100,0,1
0,3x2000m,105.5,398.7,11,0,1
0,8x3',104.0,410.6,10011,0,1
0,3x2000m,105.6,404.5,11,0,1
0,1',100.4,402.7,1001,0,1
0,3x2000m,109.0,401.4,11,0,1
0,4x8',106.0,401.6,1111,0,1
0,1',97.4,411.8,1001,0,1
0,1500m+500m,99.0,402.7,10010,0,1
0,3x10',108.9,387.9,10000,0,1
0,1',101.6,407.6,1001,0,1
0,4x8',108.5,399.6,1111,0,1
0,8x3',105.8,407.2,10011,0,1
0,3x2000m,103.7,389.1,11,0,1
0,1',101.4,420.9,1001,0,1
0,1',94.0,390.7,1001,0,1
0,1',95.1,387.9,1001,0,1
0,4x750m,104.7,407.2,10100,0,1
0,2x2000m,102.7,396.4,1100,0,1
0,2x2000m,110.6,423.2,1100,0,1
0,4x8',114.0,412.3,1111,0,1
0,4x750m,102.5,409.9,10100,0,1
0,3x10',110.3,400.2,10000,0,1
0,3x2000m,105.4,401.4,11,0,1
0,6x500m,100.0,407.2,111,0,1
0,3x10',108.9,393.0,10000,0,1
0,4x5',103.7,415.2,10111,0,1
0,4x5',109.0,416.7,10111,0,1
0,1',101.3,419.4,1001,0,1
0,1000m+500m,100.7,407.0,10110,0,1
0,1',101.4,406.7,1001,0,1
0,3x2000m,104.2,381.0,11,0,1
0,8x3',109.3,399.6,10011,0,1
0,3x10',114.7,407.6,10000,0,1
0,4x5',107.9,416.7,10111,0,1
0,1',97.6,411.4,1001,0,1
0,3x2000m,110.9,407.6,11,0,1
0,2x2000m,111.9,414.6,1100,0,1
0,8x3',103.5,401.2,10011,0,1
0,3x2000m,101.0,374.2,11,0,1
0,4x8',105.7,401.6,1111,0,1
0,2x2000m,111.4,420.9,1100,0,1
0,3x10',118.2,423.2,10000,0,1
0,3x2000m,107.3,407.0,11,0,1
0,4x8',113.7,412.3,1111,0,1
0,4x8',109.0,407.2,1111,0,1
0,4x8',115.5,412.3,1111,0,1
0,3x10',109.6,397.2,10000,0,1
0,3x10',117.1,414.6,10000,0,1
0,1',100.6,414.6,1001,0,1
0,2x2000m,102.8,397.2,1100,0,1
0,3x2000m,104.1,410.6,11,0,1
0,8x3',100.1,399.6,10011,0,1
0,8x3',108.2,410.6,10011,0,1
0,8x3',103.9,410.6,10011,0,1
0,8x500m,100.1,408.4,11010,0,1
0,3x10',117.3,406.7,10000,0,1
0,1',99.1,419.4,1001,0,1
0,3x1000m,100.4,396.4,110,0,1
0,3x10',112.4,409.4,10000,0,1
0,6x500m,102.5,407.6,111,0,1
0,4x5',108.3,416.7,10111,0,1
0,6x500m,110.2,411.8,111,0,1
0,8x3',103.9,409.9,10011,0,1
0,8x3',108.8,412.3,10011,0,1
0,4x8',106.8,402.2,1111,0,1
0,1500m+500m,101.1,399.6,10010,0,1
0,1',100.9,401.6,1001,0,1
0,3x10',117.3,420.9,10000,0,1
0,3x10',109.3,400.2,10000,0,1
0,4x5',107.8,423.4,10111,0,1
0,1',105.9,423.2,1001,0,1
0,3x10',129.5,411.8,10000,0,1
0,8x3',102.7,401.2,10011,0,1
0,4x8',106.6,404.3,1111,0,1
0,2x10',121.3,419.4,101100,0,1
0,3x2000m,106.5,401.2,11,0,1
0,3x12',109.2,415.2,11000,0,1
0,1',105.9,411.8,1001,0,1
0,4x8',107.7,421.0,1111,0,1
0,6x500m,102.0,402.7,111,0,1
0,4x8',114.8,407.2,1111,0,1
0,8x3',106.2,409.9,10011,0,1
0,3x2000m,103.1,412.3,11,0,1
0,8x500m,105.4,416.7,11010,0,1
0,3x2000m,105.1,381.0,11,0,1
0,1',97.5,400.2,1001,0,1
0,3x10',108.9,398.6,10000,0,1
0,6x500m,100.0,412.3,111,0,1
0,3x20',119.4,398.7,10,0,1
0,4x8',110.8,410.6,1111,0,1
0,6000m,109.2,402.2,100,0,1
0,8x3',105.9,407.2,10011,0,1
0,3x2000m,110.2,407.8,11,0,1
0,4x8',108.3,399.6,1111,0,1
0,3x2000m,113.4,407.0,11,0,1
0,3x10',120.0,411.8,10000,0,1
0,8x500m,96.4,402.6,11010,0,1
0,8x3',106.0,412.3,10011,0,1
0,1',98.5,411.4,1001,0,1
0,30',112.3,399.6,1011,0,1
0,3x1000m,105.0,414.6,110,0,1
0,3x10',109.4,393.0,10000,0,1
0,8x3',106.3,401.2,10011,0,1
0,1',104.4,420.9,1001,0,1
0,4x8',114.3,412.3,1111,0,1
0,3x10',111.3,398.6,10000,0,1
0,8x3',106.8,407.2,10011,0,1
0,8x3',114.9,421.0,10011,0,1
0,3x2000m,108.2,398.7,11,0,1
0,1',93.7,393.0,1001,0,1
0,3x10',117.3,423.2,10000,0,1
0,2x2000m,105.5,411.4,1100,0,1
0,6x500m,96.4,411.8,111,0,1
0,3x10',113.3,398.6,10000,0,1
0,2x2000m,108.1,408.0,1100,0,1
0,8x3',107.1,412.3,10011,0,1
0,3x2000m,107.0,412.3,11,0,1
0,2x2000m,103.4,404.3,1100,0,1
0,3x10',115.7,414.6,10000,0,1
0,1',97.7,397.2,1001,0,1
0,3x1000m,100.9,402.2,110,0,1
0,8x3',108.4,412.3,10011,0,1
0,4x8',108.6,410.6,1111,0,1
0,1',100.2,411.4,1001,0,1
0,4x8',107.7,404.3,1111,0,1
0,3x10',116.4,419.4,10000,0,1
0,3x10',113.2,407.6,10000,0,1
0,3x2000m,103.5,390.7,11,0,1
0,3x2000m,107.2,421.0,11,0,1
0,4x8',107.1,410.6,1111,0,1
0,30',113.4,421.0,1011,0,1
0,1',96.9,390.0,1001,0,1
0,4x8',101.9,396.2,1111,0,1
0,3x2000m,106.7,402.2,11,0,1
0,4x750m,102.6,409.9,10100,0,1
0,3x10',109.7,390.0,10000,0,1
0,8x3',105.7,407.2,10011,0,1
0,4x8',112.8,407.2,1111,0,1
0,3x10',108.9,391.2,10000,0,1
0,3x2000m,104.8,396.4,11,0,1
0,8x3',108.4,412.3,10011,0,1
0,3x1000m,98.6,400.0,110,0,1
0,1500m+500m,99.6,406.8,10010,0,1
0,8x3',104.0,410.6,10011,0,1
0,1',102.9,407.8,1001,0,1
0,6x500m,99.1,391.2,111,0,1
0,4x8',110.8,421.0,1111,0,1
0,4x8',106.7,401.2,1111,0,1
0,3x2000m,107.8,414.3,11,0,1
0,8x3',106.7,407.2,10011,0,1
0,3x2000m,103.5,400.0,11,0,1
0,8x500m,99.0,402.6,11010,0,1
0,4x8',111.1,409.9,1111,0,1
0,1',100.0,406.7,1001,0,1
0,8x3',103.8,421.0,10011,0,1
0,4x8',107.0,407.2,1111,0,1
0,4x8',108.8,407.2,1111,0,1
0,3x10',115.2,400.2,10000,0,1
0,6x500m,96.5,391.2,111,0,1
0,3x2000m,102.7,396.2,11,0,1
0,1',102.5,423.2,1001,0,1
0,8x3',105.8,409.9,10011,0,1
0,8x3',102.9,410.6,10011,0,1
0,1',101.3,420.9,1001,0,1
0,3x12',116.4,423.4,11000,0,1
0,3x2000m,114.0,407.2,11,0,1
0,2x25',112.8,402.6,11001,0,1
0,3x2000m,105.1,400.0,11,0,1
0,3x2000m,113.2,399.6,11,0,1
0,1',92.9,381.0,1001,0,1
0,3x2000m,113.9,411.8,11,0,1
0,8x500m,100.8,415.2,11010,0,1
0,3x10',110.5,407.6,10000,0,1
0,3x2000m,115.1,421.0,11,0,1
0,3x1000m,101.5,404.3,110,0,1
0,4x5',106.9,414.6,10111,0,1
0,3x10',106.6,387.9,10000,0,1
0,3x2000m,104.1,381.0,11,0,1
0,3x10',121.1,414.6,10000,0,1
0,4x8',111.3,409.9,1111,0,1
0,8x3',106.0,407.2,10011,0,1
0,1',101.4,402.2,1001,0,1
0,3x10',110.3,391.2,10000,0,1
0,8x3',103.9,410.6,10011,0,1
0,2x10',109.7,397.2,101100,0,1
0,3x20',123.0,400.9,10,0,1
0,1',94.9,396.2,1001,0,1
0,4x5',109.8,423.4,10111,0,1
0,3x12',114.6,416.7,11000,0,1
0,1',100.4,409.4,1001,0,1
0,3x2000m,106.0,396.4,11,0,1
0,3x2000m,111.0,401.2,11,0,1
0,8x3',107.6,410.6,10011,0,1
0,3x10',121.0,411.8,10000,0,1
0,4x8',108.2,421.0,1111,0,1
0,8x500m,101.8,415.2,11010,0,1
0,1',102.4,411.4,1001,0,1
0,6x500m,100.4,402.2,111,0,1
0,3x10',117.8,414.6,10000,0,1
0,3x1000m,105.1,416.7,110,0,1
0,3x2000m,107.9,404.5,11,0,1
0,8x3',102.7,401.2,10011,0,1
0,3x10',111.5,407.0,10000,0,1
0,2x2000m,103.0,398.8,1100,0,1
0,4x8',112.7,412.3,1111,0,1
0,3x2000m,112.0,407.8,11,0,1
0,3x10',120.5,414.6,10000,0,1
0,3x10',114.2,400.2,10000,0,1
0,1',101.1,411.8,1001,0,1
0,4x8',110.9,409.9,1111,0,1
0,2x2000m,95.8,374.2,1100,0,1
0,2x2000m,110.4,420.9,1100,0,1
0,8x5',109.0,408.0,1101,0,1
0,4x8',112.0,399.6,1111,0,1
0,1',102.0,414.6,1001,0,1
0,3x10',112.3,406.6,10000,0,1
0,3x10',107.0,398.6,10000,0,1
0,2x2000m,106.8,411.4,1100,0,1
0,6x500m,99.8,407.0,111,0,1
0,1',92.7,381.0,1001,0,1
0,3x10',107.3,387.9,10000,0,1
0,3x2000m,113.0,410.6,11,0,1
0,2x2000m,100.5,389.1,1100,0,1
0,6x500m,104.0,409.9,111,0,1
0,3x2000m,112.0,413.2,11,0,1
0,3x10',116.7,423.2,10000,0,1
0,3x10',116.4,420.9,10000,0,1
0,4x8',108.4,410.6,1111,0,1
0,3x2000m,110.3,412.3,11,0,1
0,1',99.4,411.4,1001,0,1
0,3x10',112.2,406.6,10000,0,1
0,2x2000m,110.6,419.4,1100,0,1
0,1',100.3,401.6,1001,0,1
0,2x2000m+500m,110.8,407.0,10101,0,1
0,1',94.0,406.6,1001,0,1
0,3x1000m,104.3,423.4,110,0,1
0,30',110.8,410.6,1011,0,1
0,4x750m,107.1,412.3,10100,0,1
0,1',95.5,393.0,1001,0,1
0,6x500m,109.0,421.0,111,0,1
0,1500m+500m,102.4,399.6,10010,0,1
0,6x500m,98.7,404.3,111,0,1
0,1',94.4,406.6,1001,0,1
0,3x2000m,107.7,390.0,11,0,1
0,3x2000m,107.7,402.7,11,0,1
0,2x2000m,110.0,423.2,1100,0,1
0,1',99.5,411.8,1001,0,1
0,3x12',115.2,414.6,11000,0,1
0,6x500m,103.4,407.0,111,0,1
0,3x2000m,108.7,407.6,11,0,1
0,2x10',122.2,420.9,101100,0,1
0,8x3',106.9,407.2,10011,0,1
0,8x3',106.2,412.3,10011,0,1
0,8x3',104.3,409.9,10011,0,1
0,3x2000m,105.3,396.4,11,0,1
0,8x3',106.3,407.2,10011,0,1
0,3x10',111.7,397.2,10000,0,1
0,3x10',112.6,409.4,10000,0,1
0,8x3',106.6,421.0,10011,0,1
0,4x8',107.7,410.6,1111,0,1
0,4x8',108.7,399.6,1111,0,1
0,1',100.7,419.4,1001,0,1
0,1',96.5,397.2,1001,0,1
0,3x2000m,107.6,408.0,11,0,1
0,3x2000m,111.3,413.2,11,0,1
0,3x10',112.3,411.8,10000,0,1
0,6x500m,102.2,411.8,111,0,1
0,1',101.6,406.7,1001,0,1
0,8x5',109.3,404.3,1101,0,1
0,3x10',108.7,393.0,10000,0,1
0,8x3',105.2,410.6,10011,0,1
0,3x2000m,107.7,404.5,11,0,1
0,2x25',114.0,415.2,11001,0,1
0,1000m+500m,96.1,390.0,10110,0,1
0,4x8',107.7,408.0,1111,0,1
0,1',96.6,398.6,1001,0,1
0,8x3',103.8,401.2,10011,0,1
0,3x10',110.7,406.8,10000,0,1
0,3x2000m,110.1,410.6,11,0,1
0,4x8',109.5,409.9,1111,0,1
0,4x8',106.3,399.6,1111,0,1
0,8x3',103.3,399.6,10011,0,1
0,2x2000m,107.9,414.6,1100,0,1
0,3x10',114.0,420.9,10000,0,1
0,1',96.8,397.2,1001,0,1
0,3x2000m,112.7,414.3,11,0,1
0,4x8',111.6,409.9,1111,0,1
0,1000m,114.5,410.6,10001,0,1
0,3x2000m,106.3,391.2,11,0,1
0,3x2000m,107.1,390.0,11,0,1
0,3x10',116.4,423.2,10000,0,1
0,1',100.7,396.4,1001,0,1
0,8x3',107.9,412.3,10011,0,1
0,1',96.0,397.2,1001,0,1
0,8x500m,101.3,423.4,11010,0,1
0,3x2000m,108.8,411.8,11,0,1
0,1',104.7,414.6,1001,0,1
0,3x10',115.4,411.4,10000,0,1
0,8x3',104.7,399.6,10011,0,1
0,6000m,111.0,408.0,100,0,1
0,3x10',117.1,423.2,10000,0,1
0,6x500m,99.9,411.8,111,0,1
0,3x10',112.7,409.4,10000,0,1
0,6x500m,102.5,406.8,111,0,1
0,8x3',107.0,407.2,10011,0,1
0,1',97.7,396.4,1001,0,1
0,2x2000m,99.1,381.0,1100,0,1
0,3x2000m,107.1,406.8,11,0,1
0,1',100.1,401.6,1001,0,1
0,8x3',106.2,409.9,10011,0,1
0,8x3',104.9,410.6,10011,0,1
0,8x3',107.0,407.2,10011,0,1
0,1',98.2,406.6,1001,0,1
0,6x500m,99.2,414.3,111,0,1
0,1',105.9,414.6,1001,0,1
0,3x2000m,111.2,407.2,11,0,1
0,6x500m,99.5,406.8,111,0,1
0,3x2000m,106.9,407.8,11,0,1
0,3x2000m,112.1,413.2,11,0,1
0,8x3',108.6,410.6,10011,0,1
0,3x2000m,111.0,412.3,11,0,1
0,3x2000m,107.3,401.6,11,0,1
0,3x10',117.9,414.3,10000,0,1
0,3x2000m,100.4,396.2,11,0,1
0,1',100.8,411.4,1001,0,1
0,1000m,95.5,412.3,10001,0,1
0,1000m+500m,100.1,406.8,10110,0,1
0,6x500m,99.6,407.6,111,0,1
0,8x3',108.2,407.2,10011,0,1
0,3x2000m,103.1,400.0,11,0,1
0,1500m+500m,95.9,390.0,10010,0,1
0,6000m,108.5,400.0,100,0,1
0,1',101.7,423.2,1001,0,1
