ervaring,trainingtype,500_split,2k tijd,binary_trainingtype,binary_geslacht,binary_gewichtsklasse
0,4x5',118.2,463.3,10111,1,1
0,2x2000m,125.0,496.3,1100,1,1
0,3x1000m,116.9,460.5,110,1,1
0,3x3000m,127.2,460.0,100001,1,1
0,3x8',126.2,473.2,11111,1,1
0,3x12',120.1,462.4,11000,1,1
0,3x15',125.0,447.2,1,1,1
0,4x500m,107.8,472.0,100000,1,1
0,3x2000m,121.9,470.4,11,1,1
0,3x12',124.9,454.1,11000,1,1
0,2x2000m,118.1,455.7,1100,1,1
0,8x3',113.7,439.6,10011,1,1
0,3x10',126.5,472.6,10000,1,1
0,1',110.5,496.3,1001,1,1
0,4x500m,108.2,439.6,100000,1,1
0,1',115.0,496.3,1001,1,1
0,1',108.7,469.1,1001,1,1
0,3x1000m,116.1,464.8,110,1,1
0,3x10',126.7,476.3,10000,1,1
0,6x6',120.4,462.4,101000,1,1
0,3x12',116.2,434.4,11000,1,1
0,3x2000m,127.0,476.0,11,1,1
0,3x12',122.6,454.1,11000,1,1
0,3x10',125.1,462.2,10000,1,1
0,8x3',114.6,441.6,10011,1,1
0,3x10',132.6,493.5,10000,1,1
0,3x10',117.0,451.7,10000,1,1
0,3x10',129.8,469.1,10000,1,1
0,3x15',125.8,449.6,1,1,1
0,4x500m,110.7,460.0,100000,1,1
0,8x3',113.9,452.0,10011,1,1
0,3x10',128.5,472.0,10000,1,1
0,3x12',122.9,469.0,11000,1,1
0,3x10',122.2,468.5,10000,1,1
0,3x11',128.7,468.5,100111,1,1
0,3x15',131.1,450.2,1,1,1
0,3x10',128.7,471.7,10000,1,1
0,2x2000m,124.6,480.2,1100,1,1
0,3x10',121.9,469.6,10000,1,1
0,2x19',124.3,434.4,100011,1,1
0,6x750m,112.4,452.0,100101,1,1
0,3x3000m,124.0,452.0,100001,1,1
0,8x3',114.5,458.4,10011,1,1
0,4x5',121.6,470.4,10111,1,1
0,3x8',127.5,491.2,11111,1,1
0,3x12',126.5,462.2,11000,1,1
0,2x10',129.3,476.3,101100,1,1
0,3x12',122.5,458.4,11000,1,1
0,1',114.9,493.5,1001,1,1
0,5x8',125.8,468.5,101010,1,1
0,1',109.3,469.1,1001,1,1
0,3x10',122.9,467.2,10000,1,1
0,5x8',119.5,462.4,101010,1,1
0,4x500m,109.0,447.2,100000,1,1
0,2x3000m,117.8,452.0,100100,1,1
0,3x1000m,114.2,468.7,110,1,1
0,2000m,117.6,470.4,1010,1,1
0,3x10',134.8,471.7,10000,1,1
0,3x12',128.0,464.6,11000,1,1
0,1',112.9,462.4,1001,1,1
0,3x3000m,117.9,441.6,100001,1,1
0,2000m,109.9,439.6,1010,1,1
0,3x1000m,114.2,465.6,110,1,1
0,8x3',112.6,447.2,10011,1,1
0,3x2000m,136.3,489.6,11,1,1
0,3x1000m,110.9,458.0,110,1,1
0,3x10',115.9,442.8,10000,1,1
0,3x3000m,118.7,434.4,100001,1,1
0,3x10',135.4,472.6,10000,1,1
0,3x8',125.8,472.0,11111,1,1
0,3x2000m,118.7,447.8,11,1,1
0,1',118.7,493.5,1001,1,1
0,3x2000m,126.9,462.2,11,1,1
0,3x10',126.3,476.0,10000,1,1
0,3x15',132.0,460.0,1,1,1
0,3x15',124.3,451.5,1,1,1
0,3x2000m,117.3,447.8,11,1,1
0,2x2000m,121.5,476.3,1100,1,1
0,3x10',128.1,472.8,10000,1,1
0,8x3',110.7,434.4,10011,1,1
0,1',117.7,476.3,1001,1,1
0,3x10',121.9,465.6,10000,1,1
0,3x11',120.6,469.0,100111,1,1
0,4x500m,107.3,466.7,100000,1,1
0,3x10',128.2,473.2,10000,1,1
0,8x3',116.8,460.0,10011,1,1
0,2000m,121.5,486.0,1010,1,1
0,3x10',133.2,479.6,10000,1,1
0,3x10',121.8,469.0,10000,1,1
0,2x3000m,118.3,449.6,100100,1,1
0,3x10',118.3,462.2,10000,1,1
0,3x2000m,126.4,462.4,11,1,1
0,3x10',120.4,462.2,10000,1,1
0,8x3',113.0,434.4,10011,1,1
0,1',111.9,483.8,1001,1,1
0,1',116.3,476.3,1001,1,1
0,3x2000m,132.4,479.2,11,1,1
0,3x12',119.4,441.6,11000,1,1
0,2x2000m,118.8,476.3,1100,1,1
0,3x2000m,119.9,458.8,11,1,1
0,3x12',122.8,458.4,11000,1,1
0,8x3',111.5,441.6,10011,1,1
0,3x10',126.9,464.8,10000,1,1
0,8x3',109.5,458.4,10011,1,1
0,3x10',124.8,472.0,10000,1,1
0,3x2000m,122.7,462.0,11,1,1
0,1500m,114.7,455.7,1000,1,1
0,3x15',122.0,434.4,1,1,1
0,1',110.4,469.1,1001,1,1
0,3x15',134.4,455.7,1,1,1
0,3x2000m,125.7,462.2,11,1,1
0,8x3',119.8,458.8,10011,1,1
0,3x3000m,119.5,447.2,100001,1,1
0,2x3000m,122.3,458.8,100100,1,1
0,3x10',118.5,458.4,10000,1,1
0,4x5',123.7,451.7,10111,1,1
0,3x2000m,135.5,479.2,11,1,1
0,3x10',133.5,493.5,10000,1,1
0,6x6',121.3,458.4,101000,1,1
0,3x8',121.5,442.8,11111,1,1
0,3x10',124.1,472.6,10000,1,1
0,3x10',123.4,458.4,10000,1,1
0,2000m,112.7,450.8,1010,1,1
0,3x11',122.7,462.2,100111,1,1
0,3x13',122.3,462.2,101001,1,1
0,4x500m,109.6,452.0,100000,1,1
0,6x6',121.6,462.0,101000,1,1
0,8x3',114.9,458.4,10011,1,1
0,3x10',133.8,483.8,10000,1,1
0,3x10',132.1,496.3,10000,1,1
0,3x2000m,120.9,469.0,11,1,1
0,8x3',113.0,447.2,10011,1,1
0,3x10',123.9,469.6,10000,1,1
0,1',113.0,479.6,1001,1,1
0,2x3000m,120.6,458.8,100100,1,1
0,3x10',127.2,472.8,10000,1,1
0,3x10',122.5,464.8,10000,1,1
0,3x10',127.1,448.8,10000,1,1
0,3x10',140.6,471.7,10000,1,1
0,2000m,110.4,441.6,1010,1,1
0,3x10',116.9,469.0,10000,1,1
0,1500m+750m,122.4,469.6,100110,1,1
0,3x2000m,130.5,480.8,11,1,1
0,3x2000m,126.7,476.0,11,1,1
0,3x15',125.7,447.2,1,1,1
0,8x3',116.6,449.5,10011,1,1
0,3x15',128.0,458.0,1,1,1
0,3x2000m,131.4,487.7,11,1,1
0,8x3',112.5,441.6,10011,1,1
0,3x10',128.0,469.8,10000,1,1
0,3x15',131.4,455.9,1,1,1
0,3x12',123.5,454.1,11000,1,1
0,6x6',123.4,458.4,101000,1,1
0,3x15',127.2,458.8,1,1,1
0,3x10',129.0,472.0,10000,1,1
0,2x2000m,120.9,469.8,1100,1,1
0,3x3000m,123.9,447.2,100001,1,1
0,2000m,118.2,472.8,1010,1,1
0,3x10',121.6,458.4,10000,1,1
0,3x10',125.8,458.8,10000,1,1
0,2x3000m,121.4,452.0,100100,1,1
0,3x2000m,121.4,452.0,11,1,1
0,3x2000m,126.0,467.9,11,1,1
0,3x10',122.1,462.0,10000,1,1
0,2x2000m,118.5,451.7,1100,1,1
0,3x2000m,133.7,467.9,11,1,1
0,8x3',114.6,439.6,10011,1,1
0,1',110.0,479.6,1001,1,1
0,2x2000m,118.7,462.2,1100,1,1
0,3x10',123.7,491.2,10000,1,1
0,3x2000m,130.5,479.2,11,1,1
0,8x3',117.6,469.0,10011,1,1
0,3x10',123.2,462.4,10000,1,1
0,1',108.6,462.2,1001,1,1
0,3x3000m,118.5,434.4,100001,1,1
0,1',115.6,476.3,1001,1,1
0,3x12',128.7,489.2,11000,1,1
0,3x10',119.2,462.4,10000,1,1
0,8x3',116.8,469.0,10011,1,1
0,3x1000m,114.7,468.7,110,1,1
0,3x12',119.1,439.6,11000,1,1
0,3x10',131.0,472.8,10000,1,1
0,1',112.5,496.3,1001,1,1
0,1',112.0,469.1,1001,1,1
0,5x8',119.5,449.5,101010,1,1
0,3x10',123.5,470.4,10000,1,1
0,8x3',112.6,439.6,10011,1,1
0,2x2000m,122.4,479.6,1100,1,1
0,3x2000m,131.8,467.9,11,1,1
0,2000m,112.9,451.6,1010,1,1
0,3x2000m,122.8,470.4,11,1,1
0,3x8',119.7,442.8,11111,1,1
0,2000m,114.7,458.8,1010,1,1
0,3x12',135.7,466.7,11000,1,1
0,3x15',130.5,468.7,1,1,1
0,3x1000m,120.3,473.2,110,1,1
0,1',121.7,493.5,1001,1,1
0,1',108.0,462.0,1001,1,1
0,1',111.4,468.5,1001,1,1
0,3x8',130.1,472.8,11111,1,1
0,3x2000m,122.7,462.4,11,1,1
0,6x6',118.6,458.4,101000,1,1
0,3x10',128.5,496.3,10000,1,1
0,2x2000m,129.0,479.6,1100,1,1
0,4x500m,107.6,450.8,100000,1,1
0,3x10',138.4,493.5,10000,1,1
0,8x3',117.0,454.1,10011,1,1
0,3x8',126.7,469.6,11111,1,1
0,3x10',144.9,479.6,10000,1,1
0,6x750m,112.5,441.6,100101,1,1
0,3x12',129.3,489.2,11000,1,1
0,3x15',125.9,458.0,1,1,1
0,3x13',122.8,462.0,101001,1,1
0,6x6',123.8,462.4,101000,1,1
0,3x10',121.6,460.5,10000,1,1
0,8x3',116.4,447.2,10011,1,1
0,3x15',121.1,439.6,1,1,1
0,3x3000m,121.9,434.4,100001,1,1
0,1',111.8,476.3,1001,1,1
0,3x12',124.1,458.4,11000,1,1
0,3x3000m,128.3,447.2,100001,1,1
0,1',114.0,472.6,1001,1,1
0,3x2000m,121.7,452.7,11,1,1
0,2x2000m,118.9,469.8,1100,1,1
0,5x8',120.0,462.4,101010,1,1
0,8x3',115.0,449.6,10011,1,1
0,1500m+750m,116.9,472.0,100110,1,1
0,1',109.1,476.3,1001,1,1
0,1',116.8,471.7,1001,1,1
0,2x19',126.3,449.6,100011,1,1
0,2x2000m,114.4,449.6,1100,1,1
0,2x2000m,114.5,449.5,1100,1,1
0,4x5',118.6,463.3,10111,1,1
0,4x500m,112.8,460.0,100000,1,1
0,8x3',118.7,452.0,10011,1,1
0,3x12',124.5,462.0,11000,1,1
0,2000m,118.0,472.0,1010,1,1
0,3x15',126.6,451.5,1,1,1
0,8x3',106.2,434.4,10011,1,1
0,3x10',153.4,469.1,10000,1,1
0,3x2000m,121.5,468.5,11,1,1
0,3x2000m,122.6,468.5,11,1,1
0,3x3000m,117.4,434.4,100001,1,1
0,8x3',114.0,452.0,10011,1,1
0,3x10',126.5,468.5,10000,1,1
0,1',111.7,483.8,1001,1,1
0,3x10',134.1,475.2,10000,1,1
0,3x12',126.5,478.8,11000,1,1
0,3x12',118.0,439.6,11000,1,1
0,3x10',118.3,458.4,10000,1,1
0,3x15',119.8,441.6,1,1,1
0,3x12',128.5,478.8,11000,1,1
0,1',118.9,472.6,1001,1,1
0,6x750m,109.6,449.6,100101,1,1
0,3x3000m,118.9,449.6,100001,1,1
0,5x8',119.6,458.4,101010,1,1
0,3x2000m,121.0,469.0,11,1,1
0,3x10',126.0,473.2,10000,1,1
0,3x2000m,122.3,462.0,11,1,1
0,3x2000m,119.1,451.5,11,1,1
0,4x500m,115.7,472.0,100000,1,1
0,3x12',124.5,451.6,11000,1,1
0,3x12',127.0,469.2,11000,1,1
0,3x2000m,125.9,462.0,11,1,1
0,3x2000m,121.9,462.9,11,1,1
0,3x10',121.6,448.8,10000,1,1
0,3x10',121.5,442.8,10000,1,1
0,7x3',117.8,458.8,100010,1,1
0,1',116.4,454.1,1001,1,1
0,3x2000m,125.2,464.8,11,1,1
0,1',115.2,493.5,1001,1,1
0,5x8',120.2,462.4,101010,1,1
0,8x3',115.8,462.2,10011,1,1
0,3x11',123.4,454.1,100111,1,1
0,3x10',122.5,468.5,10000,1,1
0,1',115.2,493.5,1001,1,1
0,3x2000m,116.2,450.2,11,1,1
0,1',114.5,483.8,1001,1,1
0,3x10',124.4,491.2,10000,1,1
0,3x10',122.8,458.4,10000,1,1
0,8x3',117.6,449.5,10011,1,1
0,3x10',118.1,451.7,10000,1,1
0,3x11',122.9,469.0,100111,1,1
0,3x1000m,115.5,455.7,110,1,1
0,3x2000m,125.8,469.0,11,1,1
0,8x3',117.0,462.4,10011,1,1
0,3x3000m,125.0,449.6,100001,1,1
0,3x15',124.5,452.0,1,1,1
0,2x10',157.3,479.6,101100,1,1
0,2x2000m,119.0,465.6,1100,1,1
0,2x2000m,122.6,472.6,1100,1,1
0,3x2000m,119.1,448.8,11,1,1
0,2x10',145.3,469.1,101100,1,1
0,3x2000m,119.7,448.8,11,1,1
0,2000m,119.8,479.2,1010,1,1
0,2x2000m,120.3,476.3,1100,1,1
0,3x12',126.0,472.0,11000,1,1
0,4x500m,106.7,441.6,100000,1,1
0,3x10',136.4,493.5,10000,1,1
0,2x2000m,128.1,493.5,1100,1,1
0,6x6',121.9,469.0,101000,1,1
0,8x3',111.3,454.1,10011,1,1
0,2x2000m,122.8,480.2,1100,1,1
0,2000m,119.9,479.6,1010,1,1
0,3x10',131.0,451.7,10000,1,1
0,3x2000m,125.7,476.0,11,1,1
0,8x3',108.9,441.6,10011,1,1
0,3x15',158.1,468.6,1,1,1
0,3x10',118.4,462.4,10000,1,1
0,3x10',126.5,472.0,10000,1,1
0,8x3',109.2,439.6,10011,1,1
0,8x3',120.8,468.5,10011,1,1
0,3x8',129.0,469.6,11111,1,1
0,8x3',115.0,462.2,10011,1,1
0,3x10',124.8,470.4,10000,1,1
0,4x5',121.5,477.6,10111,1,1
0,4x500m,109.0,450.8,100000,1,1
0,3x2000m,136.9,468.6,11,1,1
0,3x3000m,127.8,460.0,100001,1,1
0,2000m,117.4,469.6,1010,1,1
0,3x10',128.4,476.0,10000,1,1
0,2000m,110.5,442.0,1010,1,1
0,3x2000m,131.4,472.3,11,1,1
0,4x5',118.5,470.4,10111,1,1
0,4x5',115.3,454.8,10111,1,1
0,3x2000m,133.3,487.7,11,1,1
0,2x2000m,122.4,479.6,1100,1,1
0,3x10',138.4,476.3,10000,1,1
0,3x10',119.2,439.6,10000,1,1
0,3x10',128.6,479.2,10000,1,1
0,3x10',127.7,477.6,10000,1,1
0,3x10',136.7,480.2,10000,1,1
0,3x8',131.5,472.8,11111,1,1
0,8x3',116.7,460.0,10011,1,1
0,3x10',125.7,480.8,10000,1,1
0,3x2000m,123.4,449.5,11,1,1
0,8x3',116.5,447.2,10011,1,1
0,3x15',128.8,455.7,1,1,1
0,1',109.9,458.4,1001,1,1
0,3x13',121.0,462.2,101001,1,1
0,5x8',119.7,458.4,101010,1,1
0,3x12',120.8,449.5,11000,1,1
0,3x8',128.2,469.6,11111,1,1
0,3x10',127.7,472.0,10000,1,1
0,3x1000m,113.3,451.7,110,1,1
0,3x2000m,129.3,472.3,11,1,1
0,3x15',133.5,455.9,1,1,1
0,3x10',123.5,449.5,10000,1,1
0,3x12',123.8,464.6,11000,1,1
0,3x10',115.8,458.0,10000,1,1
0,3x2000m,124.1,462.2,11,1,1
0,3x2000m,133.4,480.8,11,1,1
0,2x2000m,127.0,483.8,1100,1,1
0,1',128.0,480.2,1001,1,1
0,3x2000m,119.1,454.8,11,1,1
0,3x3000m,125.3,458.8,100001,1,1
0,2000m,119.0,476.0,1010,1,1
0,3x10',135.4,479.6,10000,1,1
0,6x6',135.3,468.5,101000,1,1
0,3x2000m,120.6,462.4,11,1,1
0,8x3',116.2,452.0,10011,1,1
0,1',113.5,454.1,1001,1,1
0,3x10',124.6,473.2,10000,1,1
0,1',113.7,483.8,1001,1,1
0,2x2000m,122.6,479.6,1100,1,1
0,3x3000m,123.0,447.2,100001,1,1
0,4x5',123.5,460.5,10111,1,1
0,3x12',126.0,468.4,11000,1,1
0,3x15',129.1,463.3,1,1,1
0,8x3',118.5,452.0,10011,1,1
0,8x3',115.8,452.0,10011,1,1
0,4x500m,112.0,464.6,100000,1,1
0,8x3',115.5,462.4,10011,1,1
0,3x10',128.3,476.0,10000,1,1
0,3x10',120.7,454.8,10000,1,1
0,3x2000m,124.2,472.3,11,1,1
0,3x10',126.5,469.8,10000,1,1
0,3x2000m,126.8,480.8,11,1,1
0,3x15',130.8,460.0,1,1,1
0,3x10',121.4,460.5,10000,1,1
0,2x2000m,122.2,479.6,1100,1,1
0,2000m,114.7,458.8,1010,1,1
0,7x3',116.8,458.8,100010,1,1
0,3x12',128.7,466.7,11000,1,1
0,6x750m,111.6,441.6,100101,1,1
0,8x3',113.6,462.4,10011,1,1
0,3x10',127.2,476.0,10000,1,1
0,2x10',134.8,483.8,101100,1,1
0,1',112.3,469.1,1001,1,1
0,1000m,109.0,442.8,10001,1,1
0,6x750m,114.0,452.0,100101,1,1
0,2x2000m,119.7,469.1,1100,1,1
0,3x10',133.8,471.7,10000,1,1
0,3x3000m,126.9,452.0,100001,1,1
0,3x10',120.7,449.5,10000,1,1
0,3x1000m,120.3,480.8,110,1,1
0,3x10',123.3,458.8,10000,1,1
0,3x10',117.4,455.7,10000,1,1
0,3x10',131.6,454.8,10000,1,1
0,3x1000m,120.3,472.8,110,1,1
0,3x10',125.9,480.8,10000,1,1
0,2x2000m,118.6,469.0,1100,1,1
0,3x10',131.6,480.8,10000,1,1
0,2x3000m,113.9,441.6,100100,1,1
0,3x11',121.9,462.4,100111,1,1
0,3x2000m,131.4,467.9,11,1,1
0,3x15',133.6,450.2,1,1,1
0,3x8',128.0,470.4,11111,1,1
0,3x2000m,121.2,462.4,11,1,1
0,8x3',116.4,449.6,10011,1,1
0,3x12',128.2,479.6,11000,1,1
0,1',112.4,479.6,1001,1,1
0,3x2000m,134.0,480.8,11,1,1
0,3x10',131.5,493.5,10000,1,1
0,2x19',125.9,447.2,100011,1,1
0,1',107.5,462.4,1001,1,1
0,4x5',122.8,475.2,10111,1,1
0,4x5',117.2,454.8,10111,1,1
0,3x10',127.8,479.2,10000,1,1
0,3x15',125.5,452.0,1,1,1
0,3x12',119.4,451.6,11000,1,1
0,3x10',139.8,471.7,10000,1,1
0,3x10',135.7,483.8,10000,1,1
0,3x15',130.0,451.7,1,1,1
0,8x3',114.3,439.6,10011,1,1
0,1',115.8,468.5,1001,1,1
0,2x19',125.2,439.6,100011,1,1
0,2x2000m,120.7,468.5,1100,1,1
0,3x8',135.4,472.8,11111,1,1
0,2x2000m,123.3,476.3,1100,1,1
0,3x15',136.1,467.9,1,1,1
0,3x10',128.7,491.2,10000,1,1
0,4x5',117.2,458.8,10111,1,1
0,3x10',127.5,469.8,10000,1,1
0,3x15',150.7,468.6,1,1,1
0,4x500m,110.8,449.6,100000,1,1
0,2000m,117.3,469.2,1010,1,1
0,3x8',129.0,469.6,11111,1,1
0,2000m,115.0,460.0,1010,1,1
0,3x8',119.3,442.8,11111,1,1
0,3x10',119.9,469.6,10000,1,1
0,3x10',140.9,467.2,10000,1,1
0,8x3',115.5,454.1,10011,1,1
0,3x2000m,129.1,455.9,11,1,1
0,3x3000m,122.2,434.4,100001,1,1
0,3x10',120.5,442.8,10000,1,1
0,2000m,113.4,449.6,1010,1,1
0,3x10',132.9,469.1,10000,1,1
0,3x10',133.5,496.3,10000,1,1
0,3x2000m,123.3,462.2,11,1,1
0,4x500m,107.8,455.2,100000,1,1
0,6x750m,114.8,449.6,100101,1,1
0,1',114.0,479.6,1001,1,1
0,3x12',121.0,452.0,11000,1,1
0,3x11',123.2,462.2,100111,1,1
0,6x750m,113.3,460.0,100101,1,1
0,3x10',134.8,483.8,10000,1,1
0,3x8',128.2,472.0,11111,1,1
0,3x2000m,135.1,487.7,11,1,1
0,3x12',130.4,486.0,11000,1,1
0,3x10',134.3,479.2,10000,1,1
0,6x6',123.2,462.0,101000,1,1
0,3x10',119.1,449.5,10000,1,1
0,1',117.1,480.2,1001,1,1
0,8x3',118.4,462.0,10011,1,1
0,3x2000m,123.0,462.2,11,1,1
0,3x10',131.2,454.8,10000,1,1
0,3x10',133.2,471.7,10000,1,1
0,3x10',129.1,489.6,10000,1,1
0,1',112.4,469.0,1001,1,1
0,3x10',122.5,448.8,10000,1,1
0,3x1000m,121.3,480.8,110,1,1
0,1',114.2,468.5,1001,1,1
0,2x10',135.7,469.1,101100,1,1
0,3x10',132.1,476.3,10000,1,1
0,8x3',109.7,441.6,10011,1,1
0,3x12',124.3,458.8,11000,1,1
0,3x10',124.2,454.8,10000,1,1
0,2x2000m,119.1,469.8,1100,1,1
0,3x1000m,111.2,458.0,110,1,1
0,6x750m,108.3,441.6,100101,1,1
0,2000m,119.7,478.8,1010,1,1
0,3x12',123.4,462.0,11000,1,1
0,2000m,118.2,472.8,1010,1,1
0,5x8',119.5,462.0,101010,1,1
0,3x10',127.9,470.4,10000,1,1
0,4x500m,115.1,472.0,100000,1,1
0,1',110.9,472.6,1001,1,1
0,8x3',118.8,462.0,10011,1,1
0,1x1500m,116.3,471.7,101101,1,1
0,3x12',124.2,462.4,11000,1,1
0,8x3',116.6,449.6,10011,1,1
0,2x3000m,113.9,434.4,100100,1,1
0,1',112.4,496.3,1001,1,1
0,6x6',120.4,469.0,101000,1,1
0,1',113.0,480.2,1001,1,1
0,3x15',143.4,467.9,1,1,1
0,3x10',123.0,473.2,10000,1,1
0,8x3',119.8,458.8,10011,1,1
0,4x500m,104.9,441.6,100000,1,1
0,1',107.2,462.4,1001,1,1
0,2000m,122.8,491.2,1010,1,1
0,3x10',130.6,472.6,10000,1,1
0,3x2000m,136.1,479.2,11,1,1
0,3x10',127.2,472.0,10000,1,1
0,3x12',123.7,454.1,11000,1,1
0,1',113.3,496.3,1001,1,1
0,1',110.8,469.8,1001,1,1
0,3x3000m,128.4,460.0,100001,1,1
0,2x10',131.7,496.3,101100,1,1
0,2000m,118.3,473.2,1010,1,1
0,6x6',123.0,458.4,101000,1,1
0,5x8',119.4,462.2,101010,1,1
0,3x10',123.5,472.0,10000,1,1
0,3x10',128.7,471.7,10000,1,1
0,1',110.5,471.7,1001,1,1
0,3x10',120.2,462.0,10000,1,1
0,3x8',132.1,470.4,11111,1,1
0,3x15',140.8,455.7,1,1,1
0,3x10',128.2,464.8,10000,1,1
0,2x2000m,115.8,458.0,1100,1,1
0,4x500m,100.3,439.6,100000,1,1
0,3x2000m,126.2,468.5,11,1,1
0,3x2000m,131.2,472.3,11,1,1
0,1',108.7,469.8,1001,1,1
0,3x8',129.8,472.8,11111,1,1
0,3x15',137.8,472.3,1,1,1
0,3x13',124.2,454.1,101001,1,1
0,3x2000m,115.5,447.8,11,1,1
0,3x1000m,114.6,460.5,110,1,1
0,3x10',127.3,468.5,10000,1,1
0,3x15',119.6,441.6,1,1,1
0,8x3',119.2,460.0,10011,1,1
0,3x3000m,135.0,447.2,100001,1,1
0,3x10',125.2,458.8,10000,1,1
0,3x2000m,123.6,454.1,11,1,1
0,2x2000m,118.8,460.0,1100,1,1
0,3x10',122.8,469.6,10000,1,1
0,2x19',125.3,439.6,100011,1,1
0,6x6',121.9,469.0,101000,1,1
0,2x2000m,114.8,449.5,1100,1,1
0,3x10',134.7,475.2,10000,1,1
0,3x10',128.4,467.2,10000,1,1
0,1',114.8,472.6,1001,1,1
0,3x10',120.1,451.2,10000,1,1
0,3x10',134.8,480.2,10000,1,1
0,1',108.5,469.1,1001,1,1
0,3x10',117.8,442.8,10000,1,1
0,6x6',123.5,462.2,101000,1,1
0,3x10',122.7,464.8,10000,1,1
0,3x10',119.9,462.2,10000,1,1
0,3x2000m,127.8,468.7,11,1,1
0,3x2000m,122.8,462.0,11,1,1
0,3x10',134.1,471.7,10000,1,1
0,3x10',123.9,472.6,10000,1,1
0,1',111.1,479.6,1001,1,1
0,3x2000m,134.4,480.8,11,1,1
0,4x5',116.4,454.8,10111,1,1
0,3x15',132.2,472.3,1,1,1
0,8x3',116.1,454.1,10011,1,1
0,2x2000m,120.1,469.1,1100,1,1
0,3x10',128.7,496.3,10000,1,1
0,3x10',134.5,483.8,10000,1,1
0,3x12',120.8,447.2,11000,1,1
0,3x13',122.8,458.4,101001,1,1
0,2x2000m,123.7,483.8,1100,1,1
0,1',116.6,480.2,1001,1,1
0,3x12',123.0,458.4,11000,1,1
0,8x3',112.2,434.4,10011,1,1
0,1500m,115.1,460.5,1000,1,1
0,3x10',133.5,483.8,10000,1,1
0,4x500m,116.4,458.8,100000,1,1
0,2000m,113.0,452.0,1010,1,1
0,3x15',131.3,462.9,1,1,1
0,3x10',125.5,472.8,10000,1,1
0,3x10',126.9,467.2,10000,1,1
0,3x2000m,123.5,476.0,11,1,1
0,8x3',118.4,468.5,10011,1,1
0,3x10',126.5,480.8,10000,1,1
0,3x10',119.3,442.8,10000,1,1
0,3x3000m,121.4,452.0,100001,1,1
0,3x3000m,118.1,441.6,100001,1,1
0,4x500m,114.3,458.8,100000,1,1
0,2x2000m,126.5,493.5,1100,1,1
0,3x3000m,119.1,449.6,100001,1,1
0,8x3',114.6,439.6,10011,1,1
0,1',114.6,493.5,1001,1,1
0,8x3',116.5,462.4,10011,1,1
0,3x12',119.9,449.6,11000,1,1
0,3x2000m,121.5,469.0,11,1,1
0,8x3',119.0,458.8,10011,1,1
0,2000m,122.4,489.6,1010,1,1
0,3x10',123.0,458.8,10000,1,1
0,3x1000m,114.8,455.7,110,1,1
0,4x500m,120.9,434.4,100000,1,1
0,3x12',123.8,462.2,11000,1,1
0,3x12',129.0,479.6,11000,1,1
0,3x10',123.6,462.0,10000,1,1
